0,1600,120000
1600,1600,180000
3200,1600,240000
4800,1600,300000
6400,1600,360000
8000,1600,420000
9600,1600,480000
11200,1600,540000
12800,1600,600000
14400,1600,660000
16000,1600,720000
17600,1600,780000
19200,1600,840000
20800,1600,900000
22400,1600,960000
24000,1600,1020000
25600,1600,1080000
27200,1600,1140000
28800,1600,1200000
30400,1600,1260000
32000,1600,1320000
33600,1600,1380000
35200,1600,1440000
36800,1600,1500000
38400,1400,1560000
39800,1800,1620000
41600,1600,1680000
43200,1600,1740000
44800,1400,1800000
46200,1800,1860000
48000,1600,1920000
49600,1600,1980000
51200,1600,2040000
52800,1600,2100000
54400,1600,2160000
56000,1600,2220000
57600,1600,2280000
59200,1600,2340000
60800,1600,2400000
62400,1600,2460000
64000,1600,2520000
65600,1600,2580000
67200,1600,2640000
68800,1600,2700000
70400,1600,2760000
72000,1600,2820000
73600,1600,2880000
75200,1600,2940000
76800,1400,3000000
78200,1600,3060000
79800,1800,3120000
81600,1400,3180000
83000,1800,3240000
84800,1600,3300000
86400,1600,3360000
88000,1600,3420000
89600,1600,3480000
91200,1600,3540000
92800,1600,3600000
94400,1600,3660000
96000,1600,3720000
97600,1600,3780000
99200,1600,3840000
100800,1600,3900000
102400,1400,3960000
103800,1800,4020000
105600,1600,4080000
107200,1600,4140000
108800,1600,4200000
110400,1600,4260000
112000,1600,4320000
113600,1400,4380000
115000,1800,4440000
116800,1400,4500000
118200,1800,4560000
120000,1600,4620000
121600,1600,4680000
123200,1600,4740000
124800,1400,4800000
126200,1600,4860000
127800,1800,4920000
129600,1400,4980000
131000,1800,5040000
132800,1400,5100000
134200,1800,5160000
136000,1600,5220000
137600,1600,5280000
139200,1600,5340000
140800,1600,5400000
142400,1600,5460000
144000,1600,5520000
145600,1400,5580000
147000,1600,5640000
148600,1800,5700000
150400,1600,5760000
152000,1600,5820000
153600,1600,5880000
155200,1600,5940000
156800,1400,6000000
158200,1800,6060000
160000,1400,6120000
161400,1800,6180000
163200,1600,6240000
164800,1600,6300000
166400,1600,6360000
168000,1600,6420000
169600,1600,6480000
171200,1600,6540000
172800,1600,6600000
174400,1600,6660000
176000,1600,6720000
177600,1600,6780000
179200,1600,6840000
180800,1600,6900000
182400,1600,6960000
184000,1600,7020000
185600,1600,7080000
187200,1600,7140000
188800,1400,7200000
190200,1800,7260000
192000,1600,7320000
193600,1600,7380000
195200,1600,7440000
196800,1600,7500000
198400,1600,7560000
200000,1600,7620000
201600,1600,7680000
203200,1600,7740000
204800,1600,7800000
206400,1600,7860000
208000,1600,7920000
209600,1600,7980000
211200,1600,8040000
212800,1600,8100000
214400,1600,8160000
216000,1600,8220000
217600,1600,8280000
219200,1600,8340000
220800,1600,8400000
222400,1600,8460000
224000,1600,8520000
225600,1600,8580000
227200,1600,8640000
228800,1600,8700000
230400,1600,8760000
232000,1600,8820000
233600,1400,8880000
235000,1800,8940000
236800,1600,9000000
238400,1600,9060000
240000,1600,9120000
241600,1600,9180000
243200,1600,9240000
244800,1600,9300000
246400,1600,9360000
248000,1400,9420000
249400,1600,9480000
251000,1800,9540000
252800,1600,9600000
254400,1600,9660000
256000,1600,9720000
257600,1600,9780000
259200,1600,9840000
260800,1600,9900000
262400,1600,9960000
264000,1600,10020000
265600,1600,10080000
267200,1400,10140000
268600,1800,10200000
270400,1600,10260000
272000,1600,10320000
273600,1600,10380000
275200,1600,10440000
276800,1600,10500000
278400,1600,10560000
280000,1600,10620000
281600,1600,10680000
283200,1600,10740000
284800,1600,10800000
286400,1400,10860000
287800,1800,10920000
289600,1600,10980000
291200,1400,11040000
292600,1800,11100000
294400,1600,11160000
296000,1600,11220000
297600,1600,11280000
299200,1600,11340000
300800,1600,11400000
302400,1600,11460000
304000,1400,11520000
305400,1800,11580000
307200,1600,11640000
308800,1600,11700000
310400,1600,11760000
312000,1600,11820000
313600,1600,11880000
315200,1600,11940000
316800,1600,12000000
318400,1400,12060000
319800,1800,12120000
321600,1600,12180000
323200,1400,12240000
324600,1800,12300000
326400,1600,12360000
328000,1600,12420000
329600,1600,12480000
331200,1600,12540000
332800,1600,12600000
334400,1600,12660000
336000,1400,12720000
337400,1800,12780000
339200,1600,12840000
340800,1600,12900000
342400,1400,12960000
343800,1800,13020000
345600,1600,13080000
347200,1600,13140000
348800,1400,13200000
350200,1800,13260000
352000,1600,13320000
353600,1600,13380000
355200,1600,13440000
356800,1600,13500000
358400,1600,13560000
