1400,120000,4999999998600
1800,180000,4999999998200
1600,240000,4999999998400
1600,300000,4999999998400
1600,360000,4999999998400
1600,420000,4999999998400
1600,480000,4999999998400
1600,540000,4999999998400
1600,600000,4999999998400
1600,660000,4999999998400
1600,720000,4999999998400
1600,780000,4999999998400
1600,840000,4999999998400
1600,900000,4999999998400
1400,960000,4999999998600
1800,1020000,4999999998200
1600,1080000,4999999998400
1600,1140000,4999999998400
1600,1200000,4999999998400
1600,1260000,4999999998400
1600,1320000,4999999998400
1600,1380000,4999999998400
1600,1440000,4999999998400
1600,1500000,4999999998400
1600,1560000,4999999998400
1600,1620000,4999999998400
1600,1680000,4999999998400
1600,1740000,4999999998400
1600,1800000,4999999998400
1600,1860000,4999999998400
1600,1920000,4999999998400
1400,1980000,4999999998600
1800,2040000,4999999998200
1400,2100000,4999999998600
1600,2160000,4999999998400
1800,2220000,4999999998200
1600,2280000,4999999998400
1600,2340000,4999999998400
1600,2400000,4999999998400
1600,2460000,4999999998400
1600,2520000,4999999998400
1600,2580000,4999999998400
1600,2640000,4999999998400
1600,2700000,4999999998400
1600,2760000,4999999998400
1600,2820000,4999999998400
1600,2880000,4999999998400
1600,2940000,4999999998400
1600,3000000,4999999998400
1400,3060000,4999999998600
1800,3120000,4999999998200
1600,3180000,4999999998400
1400,3240000,4999999998600
1800,3300000,4999999998200
1400,3360000,4999999998600
1800,3420000,4999999998200
1600,3480000,4999999998400
1400,3540000,4999999998600
1800,3600000,4999999998200
1600,3660000,4999999998400
1600,3720000,4999999998400
1600,3780000,4999999998400
1600,3840000,4999999998400
1600,3900000,4999999998400
1400,3960000,4999999998600
1800,4020000,4999999998200
1600,4080000,4999999998400
1400,4140000,4999999998600
1800,4200000,4999999998200
1600,4260000,4999999998400
1600,4320000,4999999998400
1400,4380000,4999999998600
1800,4440000,4999999998200
1600,4500000,4999999998400
1600,4560000,4999999998400
1600,4620000,4999999998400
1600,4680000,4999999998400
1600,4740000,4999999998400
1600,4800000,4999999998400
1400,4860000,4999999998600
1800,4920000,4999999998200
1600,4980000,4999999998400
1600,5040000,4999999998400
1400,5100000,4999999998600
1800,5160000,4999999998200
1600,5220000,4999999998400
1600,5280000,4999999998400
1200,5340000,4999999998800
2000,5400000,4999999998000
1600,5460000,4999999998400
1600,5520000,4999999998400
1600,5580000,4999999998400
1600,5640000,4999999998400
1600,5700000,4999999998400
1600,5760000,4999999998400
1600,5820000,4999999998400
1600,5880000,4999999998400
1600,5940000,4999999998400
1600,6000000,4999999998400
1600,6060000,4999999998400
1600,6120000,4999999998400
1600,6180000,4999999998400
1400,6240000,4999999998600
1800,6300000,4999999998200
1600,6360000,4999999998400
1600,6420000,4999999998400
1600,6480000,4999999998400
1600,6540000,4999999998400
1400,6600000,4999999998600
1800,6660000,4999999998200
1600,6720000,4999999998400
1600,6780000,4999999998400
1600,6840000,4999999998400
1600,6900000,4999999998400
1600,6960000,4999999998400
1600,7020000,4999999998400
1600,7080000,4999999998400
1600,7140000,4999999998400
1600,7200000,4999999998400
1600,7260000,4999999998400
1600,7320000,4999999998400
1600,7380000,4999999998400
1600,7440000,4999999998400
1400,7500000,4999999998600
1800,7560000,4999999998200
1600,7620000,4999999998400
1600,7680000,4999999998400
1600,7740000,4999999998400
1600,7800000,4999999998400
1600,7860000,4999999998400
1600,7920000,4999999998400
1600,7980000,4999999998400
1400,8040000,4999999998600
1800,8100000,4999999998200
1400,8160000,4999999998600
1800,8220000,4999999998200
1600,8280000,4999999998400
1600,8340000,4999999998400
1600,8400000,4999999998400
1600,8460000,4999999998400
1600,8520000,4999999998400
1600,8580000,4999999998400
1600,8640000,4999999998400
1400,8700000,4999999998600
1800,8760000,4999999998200
1600,8820000,4999999998400
1600,8880000,4999999998400
1600,8940000,4999999998400
1600,9000000,4999999998400
1600,9060000,4999999998400
1600,9120000,4999999998400
1600,9180000,4999999998400
1600,9240000,4999999998400
1600,9300000,4999999998400
1600,9360000,4999999998400
1400,9420000,4999999998600
1800,9480000,4999999998200
