# File outputs are as follows! #,,,,,,
# OutputType, SourceAddress, TargetAddress, PacketSize, Timestamp, Write_Frequency#,
summary,Watch,Smartphone,3398,1489860370064,15000,Sat 18:06:10
summary,Watch,Smartphone,3,1489861878870,15000,Sat 18:31:19
summary,Watch,Smartphone,2665,1489861893873,15000,Sat 18:31:34
summary,Watch,Smartphone,82,1489861908877,15000,Sat 18:31:49
summary,Watch,Smartphone,40,1489861923885,15000,Sat 18:32:04
summary,Watch,Smartphone,20,1489861938888,15000,Sat 18:32:19
summary,Watch,Smartphone,984,1489861953895,15000,Sat 18:32:34
summary,Watch,Smartphone,534,1489861968898,15000,Sat 18:32:49
summary,Watch,Smartphone,20,1489861983900,15000,Sat 18:33:04
summary,Watch,Smartphone,13,1490091126100,15000,Tue 10:12:06
summary,Watch,Smartphone,6,1490091141121,15000,Tue 10:12:21
summary,Watch,Smartphone,3,1490091156134,15000,Tue 10:12:36
summary,Watch,Smartphone,14,1490091902023,15000,Tue 10:25:02
summary,Watch,Smartphone,35331,1490091917037,15000,Tue 10:25:17
summary,Watch,Smartphone,37729,1490091932051,15000,Tue 10:25:32
summary,Watch,Smartphone,50,1490091947054,15000,Tue 10:25:47
summary,Watch,Smartphone,20,1490091962063,15000,Tue 10:26:02
summary,Watch,Smartphone,20,1490091977074,15000,Tue 10:26:17
summary,Watch,Smartphone,2,1490093576535,15000,Tue 10:52:57
summary,Watch,Smartphone,2917,1490093593991,15000,Tue 10:53:14
summary,Watch,Smartphone,3,1490095678338,15000,Tue 11:27:58
summary,Watch,Smartphone,5009,1490095693345,15000,Tue 11:28:13
summary,Watch,Smartphone,2376,1490095708366,15000,Tue 11:28:28
summary,Watch,Smartphone,3,1490096947643,15000,Tue 11:49:08
summary,Watch,Smartphone,6083,1490096962677,15000,Tue 11:49:23
summary,Watch,Smartphone,519,1490096977707,15000,Tue 11:49:38
summary,Watch,Smartphone,3,1490098379637,15000,Tue 12:13:00
summary,Watch,Smartphone,6425,1490098397032,15000,Tue 12:13:17
summary,Watch,Smartphone,3,1490099791725,15000,Tue 12:36:32
summary,Watch,Smartphone,4204,1490099806728,15000,Tue 12:36:47
summary,Watch,Smartphone,3,1490101441033,15000,Tue 13:04:01
summary,Watch,Smartphone,3826,1490101456044,15000,Tue 13:04:16
summary,Watch,Smartphone,6,1490101471065,15000,Tue 13:04:31
summary,Watch,Smartphone,3,1490102810417,15000,Tue 13:26:50
summary,Watch,Smartphone,2632,1490102865232,15000,Tue 13:27:45
summary,Watch,Smartphone,3,1490104254410,15000,Tue 13:50:54
summary,Watch,Smartphone,2359,1490104278429,15000,Tue 13:51:18
summary,Watch,Smartphone,3,1490106515271,15000,Tue 14:28:35
summary,Watch,Smartphone,3193,1490106548563,15000,Tue 14:29:09
summary,Watch,Smartphone,2,1490110605913,15000,Tue 15:36:46
summary,Watch,Smartphone,5062,1490110644945,15000,Tue 15:37:25
summary,Watch,Smartphone,3,1490111638194,15000,Tue 15:53:58
summary,Watch,Smartphone,2233,1490111653198,15000,Tue 15:54:13
summary,Watch,Smartphone,3,1490113817405,15000,Tue 16:30:17
summary,Watch,Smartphone,2791,1490113892914,15000,Tue 16:31:33
summary,Watch,Smartphone,3,1490115873364,15000,Tue 17:04:33
summary,Watch,Smartphone,3256,1490115888376,15000,Tue 17:04:48
summary,Watch,Smartphone,2,1490118307598,15000,Tue 17:45:08
summary,Watch,Smartphone,13,1490119657796,15000,Tue 18:07:38
summary,Watch,Smartphone,5172,1490119672821,15000,Tue 18:07:53
summary,Watch,Smartphone,3,1490120886428,15000,Tue 18:28:06
summary,Watch,Smartphone,2408,1490120901439,15000,Tue 18:28:21
summary,Watch,Smartphone,3,1490122039767,15000,Tue 18:47:20
summary,Watch,Smartphone,2279,1490122054784,15000,Tue 18:47:35
summary,Watch,Smartphone,3,1490123093177,15000,Tue 19:04:53
summary,Watch,Smartphone,2519,1490123108179,15000,Tue 19:05:08
summary,Watch,Smartphone,3,1490124161382,15000,Tue 19:22:41
summary,Watch,Smartphone,2472,1490124176388,15000,Tue 19:22:56
summary,Watch,Smartphone,3,1490126130037,15000,Tue 19:55:30
summary,Watch,Smartphone,2744,1490126145042,15000,Tue 19:55:45
summary,Watch,Smartphone,3,1490128825574,15000,Tue 20:40:26
summary,Watch,Smartphone,3192,1490128843224,15000,Tue 20:40:43
summary,Watch,Smartphone,3,1490131535319,15000,Tue 21:25:35
summary,Watch,Smartphone,3450,1490131550660,15000,Tue 21:25:51
summary,Watch,Smartphone,3,1490132861989,15000,Tue 21:47:42
summary,Watch,Smartphone,2247,1490132878589,15000,Tue 21:47:59
summary,Watch,Smartphone,3,1490134092152,15000,Tue 22:08:12
summary,Watch,Smartphone,2199,1490134108422,15000,Tue 22:08:28
summary,Watch,Smartphone,3,1490135903373,15000,Tue 22:38:23
summary,Watch,Smartphone,2536,1490135918380,15000,Tue 22:38:38
summary,Watch,Smartphone,3,1490137947596,15000,Tue 23:12:28
summary,Watch,Smartphone,3063,1490137962607,15000,Tue 23:12:43
summary,Watch,Smartphone,3,1490139977426,15000,Tue 23:46:17
summary,Watch,Smartphone,2696,1490139992437,15000,Tue 23:46:32
summary,Watch,Smartphone,3,1490142367062,15000,Wed 00:26:07
summary,Watch,Smartphone,2727,1490142382074,15000,Wed 00:26:22
summary,Watch,Smartphone,3,1490144564828,15000,Wed 01:02:45
summary,Watch,Smartphone,2983,1490144579837,15000,Wed 01:03:00
summary,Watch,Smartphone,3,1490147352720,15000,Wed 01:49:13
summary,Watch,Smartphone,2985,1490147367725,15000,Wed 01:49:28
summary,Watch,Smartphone,3,1490148613520,15000,Wed 02:10:14
summary,Watch,Smartphone,2008,1490148628524,15000,Wed 02:10:29
summary,Watch,Smartphone,3,1490150524006,15000,Wed 02:42:04
summary,Watch,Smartphone,2199,1490150539009,15000,Wed 02:42:19
summary,Watch,Smartphone,3,1490152442956,15000,Wed 03:14:03
summary,Watch,Smartphone,2583,1490152457962,15000,Wed 03:14:18
summary,Watch,Smartphone,3,1490155296496,15000,Wed 04:01:36
summary,Watch,Smartphone,2967,1490155311509,15000,Wed 04:01:52
summary,Watch,Smartphone,3,1490156793449,15000,Wed 04:26:33
summary,Watch,Smartphone,2039,1490156808457,15000,Wed 04:26:48
summary,Watch,Smartphone,3,1490159433710,15000,Wed 05:10:34
summary,Watch,Smartphone,2665,1490159448715,15000,Wed 05:10:49
summary,Watch,Smartphone,3,1490161771832,15000,Wed 05:49:32
summary,Watch,Smartphone,2599,1490161786837,15000,Wed 05:49:47
summary,Watch,Smartphone,3,1490163144814,15000,Wed 06:12:25
summary,Watch,Smartphone,2008,1490163159819,15000,Wed 06:12:40
summary,Watch,Smartphone,3,1490164450070,15000,Wed 06:34:10
summary,Watch,Smartphone,2008,1490164465093,15000,Wed 06:34:25
summary,Watch,Smartphone,3,1490167235249,15000,Wed 07:20:35
summary,Watch,Smartphone,2759,1490167250260,15000,Wed 07:20:50
summary,Watch,Smartphone,3,1490168235489,15000,Wed 07:37:15
summary,Watch,Smartphone,1848,1490168250500,15000,Wed 07:37:30
